"";"ResponseId";"Województwo";"StartDate";"EndDate";"Status";"IPAddress";"Progress";"Duration__in_seconds_";"Finished";"RecordedDate";"RecipientLastName";"RecipientFirstName";"RecipientEmail";"ExternalReference";"LocationLatitude";"LocationLongitude";"DistributionChannel";"UserLanguage";"Q_RecaptchaScore";"Q2";"Q4";"Q20";"Q19";"Q5_1";"Q5_2";"Q5_3";"Q5_4";"Q5_5";"Q5_6";"Q5_7";"Q5_8";"Q5_9";"Q5_10";"Q5_11";"Q5_12";"Q5_13";"Q5_14";"Q5_15";"Q21_1";"Q21_2";"Q21_3";"Q21_4";"Q21_5";"Q21_6";"Q21_7";"Q21_8";"Q21_9";"Q21_10";"Q21_11";"Q21_12";"Q21_13";"Q21_14";"Q21_15";"Q21_16";"Q21_17";"Q21_18";"Q7_1";"Q7_2";"Q7_3";"Q7_4";"Q7_5";"Q7_6";"Q7_7";"Q7_8";"Q7_9";"Q7_10";"Q7_11";"Q9_1";"Q9_2";"Q9_3";"Q9_4";"Q9_5";"Q9_6";"Q9_7";"Q9_8";"Q9_9";"Q9_10";"Q9_11";"Q9_12";"Q9_13";"Q9_14";"Q9_15";"Q9_16";"Q9_17";"Q9_18";"Q9_19";"Q9_20";"Q9_21";"Q9_22";"Q9_23";"Q9_24";"Q9_25";"Q9_26";"Q9_27";"Q9_28";"Q9_29";"Q9_30";"Q9_31";"Q6_1";"Q6_2";"Q6_3";"Q6_4";"Q6_5";"Q6_6";"Q6_7";"Q6_8";"Q6_9";"Q6_10";"Q6_11";"Q6_12";"Q6_13";"Q6_14";"Q6_15";"Q6_16";"Q6_17";"Q6_18";"Q6_19";"Q6_20";"Q6_21";"Q6_22";"Q6_23";"Q8_1";"Q8_2";"Q8_3";"Q8_4";"Q8_5";"Q8_6";"Q8_7";"Q8_8";"Q8_9";"Q8_10";"Q8_11";"Q8_12";"Q8_13";"Q10_1";"Q10_2";"Q10_3";"Q10_4";"Q10_5";"Q10_6";"Q10_7";"Q10_8";"Q10_9";"Q10_10";"Q10_11";"Q10_12";"Q11_1";"Q11_2";"Q11_3";"Q11_4";"Q11_5";"Q11_6";"Q11_7";"Q11_8";"Q11_9";"Q11_10";"Q11_11";"Q11_12";"Q11_13";"Q12_1";"Q12_2";"Q13_1";"Q13_2";"Q13_3";"Q13_4";"Q13_5";"Q13_6";"Q13_7";"Q13_8";"Q13_9";"Q13_10";"Q14_1";"Q14_2";"Q14_3";"Q14_4";"Q15_1";"Q15_2";"Q15_3";"Q15_4";"Q15_5";"Q15_6";"Q15_7";"Q15_8";"Q15_9";"Q15_10";"Q15_11";"Q15_12";"Q15_13";"Q15_14";"Q16_1";"Q16_2";"Q17";"Q18_1";"Q18_2";"Kody_szkol";"Q99___Miasto_Wie_";"Q18_1_Nic";"Q18_1_Nie_wiem";"Q18_1_odp";"Q18_2_m_zew_pieni_dze";"Q18_2_Zawodowe";"Q18_2_m_zew_s_awa";"Q18_2_Wa_ne";"Q18_2_m_osi_gniec";"Q18_2_m_zew_wynalazek";"Q18_2_Inne";"Q18_2_Status";"Q18_2_m_zew_inne";"Q18_2_Pomoc";"Q18_2_m_wew_zaint";"Q18_2_m_zew_wa_ne";"Q18_2_m_wew__przyj";"Q18_2_odp";"Q18_2_W_asne";"Q18_2___Parent_Topics";"Q18_2___Sentiment_Polarity";"Q18_2___Sentiment_Score";"Q18_2___Sentiment";"Q18_2___Topic_Sentiment_Label";"Q18_2___Topic_Sentiment_Score";"Q18_2___Topics"
"334";"R_1FlmvaLUD7BUsTX";"SLASKIE";2020-12-06 06:12:10;2020-12-06 06:35:30;0;"94.246.158.110";100;1400;1;2020-12-06 06:35:30;"";"";"";"";"50.2079925537109375";"19.29150390625";"anonymous";"EN";0,9;1;"14";"Sp3";"Jaworzno";1;1;3;2;4;2;2;1;3;2;4;4;4;2;2;4;3;2;1;4;1;1;2;2;4;4;4;3;1;2;4;2;1;1;4;4;4;2;4;4;3;1;4;4;4;4;4;3;3;2;NA;1;1;2;4;4;4;4;4;3;2;1;3;2;1;4;2;NA;4;4;2;3;4;2;4;4;4;2;1;1;4;3;4;3;4;3;4;4;4;4;3;3;1;1;4;2;4;3;1;4;1;3;4;4;1;1;4;1;1;1;1;4;2;1;1;2;4;4;4;4;4;1;4;4;4;4;4;2;1;1;1;4;4;4;1;4;1;2;2;4;1;1;1;1;4;4;4;4;1;1;2;4;4;4;4;4;4;4;4;4;2;4;1;4;1;2;"";"";5;"Psychologiem";"Chce pomagac ludzia";24;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"335";"R_2anOheGZMSw8Ntm";"MAZOWIECKIE";2020-11-18 01:29:51;2020-11-18 01:44:14;0;"83.28.131.142";100;863;1;2020-11-18 01:44:14;"";"";"";"";"52.2288055419921875";"21.0879058837890625";"anonymous";"EN";0,9;2;"14";"Szkola podstawowa w Huszlewie im. Jana Pawla II";"Huszlew";2;2;3;2;3;2;3;2;1;2;1;3;3;3;2;2;3;2;3;3;2;NA;3;3;3;2;3;3;2;3;3;2;3;4;3;2;3;1;3;2;3;3;4;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;1;4;3;3;4;3;3;3;3;3;3;3;3;1;2;3;2;4;3;2;2;2;2;2;4;1;3;3;2;1;2;3;1;4;4;3;3;3;3;3;3;1;4;3;4;1;4;2;3;3;2;2;3;2;3;1;4;1;2;3;1;3;3;4;4;2;1;2;3;2;3;2;4;1;2;3;3;2;2;3;2;3;2;4;4;3;2;"";"";3;"";"";3;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"336";"R_3sj0y3hbQoNvELl";"LÓDZKIE";2020-11-26 02:09:24;2020-11-26 02:25:51;0;"89.231.169.208";100;987;1;2020-11-26 02:25:52;"";"";"";"";"52.1094970703125";"19.9394989013671875";"anonymous";"EN";0,9;2;"14";"Szkola podstawowa im. Adama Mickiewicza";"Glowno";1;1;1;1;4;1;2;1;1;4;2;4;4;2;3;2;3;3;2;4;4;2;4;2;3;2;4;1;1;2;4;3;4;1;4;3;3;1;4;3;2;2;2;3;2;2;3;2;3;2;1;1;3;2;2;1;2;1;3;2;3;2;1;1;1;4;4;2;3;3;4;4;4;4;4;3;3;2;3;1;3;1;3;2;3;3;4;4;3;2;2;3;3;1;3;2;4;3;1;4;4;4;4;4;4;NA;4;4;1;4;4;2;3;2;2;1;1;3;2;2;2;4;1;4;4;4;4;3;4;4;3;3;4;3;2;3;2;2;1;3;2;1;3;3;1;1;1;1;1;1;1;2;1;4;4;3;2;4;2;4;3;4;3;2;3;1;"Badac kontinuum czasoprzestrzenne i odkryc podróze w czasie";"Uwazam ze jest to wykonalne i zadne prawo fizyczne tego nie przekresla tylko trzeba znalezc odpowiedni sposób";3;"Pilkarzem";"Jestem w tym dobry i ciagle trenuje";36;2;"";"";"1";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"337";"R_1FM7psjgTDIIGhR";"LÓDZKIE";2020-11-26 02:08:52;2020-11-26 02:38:49;0;"89.231.168.212";100;1796;1;2020-11-26 02:38:49;"";"";"";"";"52.1094970703125";"19.9394989013671875";"anonymous";"EN";0,9;1;"14";"Szkola podstawowa nr.2 imienia Adama Mickiewicza";"Glowno";1;1;1;2;3;4;3;1;2;1;2;1;2;1;NA;1;2;1;1;2;2;3;1;2;4;4;4;4;4;2;3;4;1;3;4;4;4;4;4;4;3;4;4;1;3;2;3;1;4;4;4;4;4;1;2;2;3;1;1;2;1;4;2;2;3;4;4;1;4;4;2;1;1;1;4;3;4;3;1;4;4;4;3;3;4;3;4;4;4;2;3;4;1;4;4;3;4;3;1;2;3;2;2;3;1;2;4;2;1;1;2;4;1;1;1;1;3;2;1;1;1;2;2;4;3;4;1;NA;1;1;1;1;4;4;1;3;2;3;4;1;4;1;3;1;1;1;1;1;4;4;1;4;3;3;1;4;2;3;4;4;4;3;1;4;4;4;"Przynioslabym dzieciom do szkoly jakies narzedzia i materialy potrzebne do eksperymentów";"Poniewaz w szkole nawet jezeli kogos interesuje chemia to nie moze sie w tym rozwijac przez podejscie nauczycieli do lekcji";4;"Marynarzem,Piosenkarka,strazakiem PREZYDENTEM";"Uwazam ze moge byc prezydentem na morzu który jest tez marynarzem i przy okazji koncertuje";36;2;"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"338";"R_2YfDXsRVnjkqrW0";"LÓDZKIE";2020-11-26 02:05:18;2020-11-26 02:42:31;0;"37.190.255.182";100;2232;1;2020-11-26 02:42:31;"";"";"";"";"52.1094970703125";"19.9394989013671875";"anonymous";"EN";0,9;1;"14";"Szkola podstawowa nm.2";"Glowno";2;2;3;4;3;4;4;1;2;4;4;3;4;4;NA;4;4;4;4;4;1;4;2;4;4;2;4;4;1;4;2;3;1;4;4;4;4;1;4;3;4;1;2;1;4;3;3;2;2;2;2;4;4;2;2;2;1;1;2;3;1;4;4;4;3;2;4;2;2;3;3;3;2;2;1;4;4;4;2;2;4;3;1;4;2;4;4;4;4;4;4;4;4;1;4;2;2;3;1;2;1;2;4;1;4;4;4;1;2;4;1;4;2;4;1;2;2;3;4;4;1;1;2;4;3;1;4;2;1;2;1;2;1;4;4;4;4;4;2;3;4;1;4;4;2;2;1;4;3;1;1;4;4;1;1;4;4;1;1;4;1;3;4;4;4;4;"";"";3;"policja";"";32;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"339";"R_XnWkqOqATLrR129";"LÓDZKIE";2020-11-26 02:08:43;2020-11-26 07:42:42;0;"89.231.169.105";100;20039;1;2020-11-26 07:42:42;"";"";"";"";"52.1094970703125";"19.9394989013671875";"anonymous";"EN";0,9;1;"14";"Szkola podstawowa nr 2 im. Adama Mickiewicza";"Glowno";2;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;2;3;3;2;3;3;3;3;4;4;4;3;3;2;2;3;2;3;3;4;4;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;1;3;3;3;3;3;2;3;2;3;2;3;3;3;1;2;2;2;2;2;1;4;4;NA;4;4;1;1;4;1;4;2;4;4;4;4;1;4;4;4;4;4;1;4;4;4;4;4;4;4;4;1;1;1;4;1;NA;4;1;3;3;3;1;3;3;1;1;1;1;1;3;1;3;2;3;4;4;4;4;4;4;3;2;4;1;2;3;1;"";"";3;"";"";36;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"340";"R_1DYAxcMu3RSc1To";"LÓDZKIE";2020-11-26 02:09:17;2020-11-26 07:54:08;0;"89.231.169.32";100;20691;1;2020-11-26 07:54:08;"";"";"";"";"52.1094970703125";"19.9394989013671875";"anonymous";"EN";0,9;1;"13";"Adama Mickiewicza";"Glownie";1;4;3;3;3;2;1;1;3;2;1;4;4;4;NA;4;3;4;2;4;1;2;3;3;3;1;2;2;2;2;3;2;2;2;4;4;4;3;2;2;1;1;1;3;2;3;3;3;4;3;3;2;1;2;4;2;2;3;3;3;3;2;2;2;1;4;2;1;1;2;2;2;3;3;4;3;4;3;2;3;3;4;3;3;2;3;3;3;3;4;3;3;1;3;2;4;3;2;1;4;2;3;4;3;1;1;4;2;2;3;2;4;3;2;1;1;1;1;2;2;2;2;1;2;4;4;4;2;3;2;2;3;4;4;2;2;1;3;1;1;1;1;1;1;2;1;1;3;2;3;2;3;3;3;3;2;3;4;2;3;2;4;2;3;2;2;"";"";6;"";"";36;1;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"341";"R_tGadrR287QcwWPL";"MALOPOLSKIE";2020-12-03 23:06:26;2020-12-03 23:15:32;0;"85.190.240.182";100;545;1;2020-12-03 23:15:32;"";"";"";"";"50.0876007080078125";"20.033294677734375";"anonymous";"EN";0,9;2;"14";"Zespól Szkól Ogólnoksztalcacych w Slomnikach";"Slomniki";NA;NA;NA;NA;NA;3;NA;NA;NA;4;NA;NA;NA;3;NA;NA;NA;NA;NA;4;NA;3;NA;3;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;2;3;NA;2;2;3;3;1;4;NA;4;NA;3;NA;NA;4;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;2;3;NA;NA;NA;3;1;3;3;3;3;4;3;3;NA;3;NA;3;NA;NA;2;NA;NA;3;2;2;NA;3;3;NA;3;2;3;3;2;3;2;NA;2;3;2;3;2;3;4;3;3;2;3;NA;3;3;2;1;NA;2;4;3;4;NA;4;4;4;4;4;4;4;4;4;4;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;2;NA;3;3;4;4;NA;3;3;3;3;NA;3;3;3;3;NA;3;"";"";3;"mechanik";"mozna ludziom pomóc";13;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"";"1";"";"";0;1;"Positive";"";"";"Unknown"
"342";"R_2b1v0b5FdTliTCb";"PODLASKIE";2020-11-18 01:31:42;2020-11-18 01:37:58;0;"46.169.69.121";100;375;1;2020-11-18 01:37:58;"";"";"";"";"52.983306884765625";"22.2476959228515625";"anonymous";"EN";0,9;2;"14";"szkola";"huszlew";1;1;1;1;NA;NA;1;1;1;NA;1;1;1;1;1;3;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;NA;NA;1;NA;1;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"jhbvlh";"o[ij9-[";7;"l,l,;l;l,;.;;;';.';'";".;';.';.;'.;'";3;1;"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";0;0;"Neutral";"";"";"Unknown"
"343";"R_2VyiPf5J4DKcXJ7";"LUBELSKIE";2020-11-27 06:51:56;2020-11-27 07:12:29;0;"83.1.164.85";100;1232;1;2020-11-27 07:12:29;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa nr 4 im. Jana Pawla II w Lubartowie";"Lubartów";2;3;2;3;4;2;2;2;4;4;3;4;3;3;4;2;2;2;2;3;3;3;4;3;3;1;2;2;2;3;3;2;3;3;4;4;4;4;4;3;3;2;3;4;3;3;2;2;3;2;2;2;2;3;3;1;2;2;2;1;1;2;2;2;2;4;3;2;4;4;3;3;4;4;4;4;2;3;2;2;2;2;3;2;2;1;1;3;3;3;3;3;2;1;4;1;2;3;2;3;3;2;4;4;3;2;3;1;2;4;1;3;3;4;2;4;3;3;4;4;2;2;4;4;3;4;4;4;3;3;2;1;4;2;3;4;3;2;3;3;3;2;4;2;3;1;1;2;3;2;2;2;2;4;4;2;1;3;4;3;2;4;3;1;2;1;"badac obce formy zycia";"uwazam to za interesujacy temat";3;"";"";54;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"344";"R_YXOXVw4IV4lzGs9";"LUBELSKIE";2020-11-27 08:21:03;2020-11-27 08:38:07;0;"46.151.186.201";100;1024;1;2020-11-27 08:38:08;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa nr4 Imienia Jana Pawla II";"Lubartów";3;1;2;1;2;3;3;2;1;3;2;1;1;2;3;2;2;2;2;3;4;3;1;2;2;2;3;3;1;2;1;1;2;2;3;2;NA;3;4;1;2;1;1;1;3;1;1;1;2;1;1;3;3;3;1;1;1;1;2;1;2;3;3;1;1;1;2;1;1;1;1;1;1;2;2;2;4;2;2;1;3;2;1;4;4;3;2;3;2;4;4;4;2;3;2;4;3;3;2;3;2;1;1;1;4;3;2;2;4;4;2;3;2;1;2;2;3;1;2;2;1;1;3;3;1;3;2;2;2;2;1;3;4;4;2;2;2;4;4;4;NA;1;4;2;1;1;1;1;2;3;1;3;2;3;4;2;2;2;4;4;3;4;2;3;4;3;"Badac rzeczy nad przyrodzone";"Jest ciekawe jak to powstalo";3;"Mechanik";"Jest to ciekawy i wymagajacy zawód";54;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"";0;5;"Positive";"";"";"Unknown"
"345";"R_3D6mCbxLHwieoxT";"LUBELSKIE";2020-11-27 08:20:46;2020-11-27 08:39:47;0;"46.151.186.206";100;1141;1;2020-11-27 08:39:47;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;1;"14";"Szkola podstawowa nr. 4 imienia Jana Pawla II";"Lubartów";3;3;4;3;3;2;2;2;4;3;1;2;3;4;NA;2;3;4;3;3;3;3;2;2;2;2;2;2;2;2;3;2;2;2;4;3;4;2;3;3;3;2;2;2;3;2;3;2;3;2;2;2;2;3;3;2;2;1;2;3;2;2;3;3;2;4;3;2;2;2;2;3;2;2;4;2;3;3;2;2;2;2;3;4;4;3;3;3;4;4;3;4;2;1;2;3;3;3;1;3;2;3;4;4;2;2;4;4;1;4;1;3;3;2;2;3;1;2;2;3;1;3;2;4;3;NA;3;2;3;2;2;4;4;2;3;2;1;2;4;NA;4;3;2;2;2;NA;1;1;3;1;2;3;2;3;3;1;2;2;3;3;3;1;1;2;NA;3;"";"";3;"";"";54;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"346";"R_2RQW3zWrBBdMQkz";"LUBELSKIE";2020-11-27 08:31:51;2020-11-27 09:21:50;0;"46.151.186.16";100;2999;1;2020-11-27 09:21:51;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa nr.4 im.Jana Pawla II w Lubartowie";"W Lubartowie";1;3;3;2;4;4;1;2;3;3;2;4;2;1;NA;4;1;4;4;1;1;1;4;4;4;1;2;2;4;4;3;4;2;4;2;1;2;1;4;4;4;3;2;4;4;2;4;4;4;1;1;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;2;2;4;4;4;4;4;4;1;4;4;1;3;4;1;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;2;3;1;4;1;4;1;4;1;1;2;4;4;4;4;4;4;4;4;1;4;4;2;4;3;1;4;1;2;1;1;4;1;3;1;2;1;4;4;4;2;1;1;3;4;1;1;4;2;1;4;4;2;3;"pomagac ludziom biednym.";"Maja koszmarne warunki.";3;"Cukiernik.";"Chialabym piec slodkosci zarabiac pieniadze.";54;2;"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";0;-5;"Negative";"";"";"Unknown"
"347";"R_UH1hqjM5Bptapot";"LUBELSKIE";2020-11-27 07:37:53;2020-11-27 09:42:18;0;"46.151.186.123";100;7465;1;2020-11-27 09:42:19;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa im. Jana Pawla II";"Lubartów";3;2;2;2;4;2;2;2;3;3;1;2;2;3;NA;2;3;3;2;4;3;3;2;4;2;3;3;4;4;3;2;4;4;4;4;4;4;4;4;1;1;2;3;2;4;4;4;4;4;4;3;4;4;3;3;1;2;1;4;4;4;3;2;2;4;3;3;3;4;4;2;4;4;4;4;1;3;2;1;2;4;3;4;2;4;3;4;3;2;4;4;3;1;2;3;1;4;1;1;2;2;3;1;4;1;3;4;1;3;3;3;4;3;2;1;3;2;2;1;2;3;4;NA;4;4;4;2;3;2;1;1;3;4;NA;3;NA;1;3;2;1;1;3;4;2;2;4;NA;3;3;3;2;4;2;1;2;2;2;1;4;4;4;1;4;1;4;4;"1) Pracowanie nad maszynami, które moglyby zastapic niektóre czynnosci wykonywane przez ludzi. 2) Lekarstwa na rózne choroby. 3) Znalezienie produktów, które moglyby zastapic niektóre mineraly (np. wegiel). 4) Badania piramid, itp..";"1) Mysle, ze istnieje wiele ciezkich zawodów, w których maszyny moglyby zastapic ludzi. Dzieki temu moglibysmy uniknac wielu przykrych wypadków, w których ktos nawet stracil zycie. 2) Dzieki temu niektórzy ludzie nie musieliby sie meczyc i mogliby nawet uniknac smierci. 3) Kiedys w koncu niektóre mineraly moga sie skonczyc, dlatego uwazam, ze potrzebne sa produkty, które je zastapia. 4) Moglibysmy dowiedziec sie, jak wygladalo kiedys zycie.";4;"Cyberbezpieczenstwo";"Coraz wiecej ludzi uzywa internetu. Wiadomo, ze internet nie jest w 100% bezpieczny. Chcialabym to robic, aby internet byl chociaz troche bardziej bezpieczny.";54;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"";"1";"";"";0;-5;"Negative";"";"";"Unknown"
"348";"R_1Qiq4i7YCbDvGCy";"LUBELSKIE";2020-11-27 09:43:21;2020-11-27 10:27:48;0;"46.151.186.204";100;2666;1;2020-11-27 10:27:49;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;2;"14";"Szkola Podstawowa nr 4 im. Jana Pawla II";"W Lubartowie";3;2;3;2;2;1;1;2;3;3;3;4;3;2;4;3;2;4;3;4;3;4;2;4;3;2;4;2;2;3;2;2;3;4;4;4;4;3;3;3;4;2;3;1;3;1;3;2;3;2;3;4;4;4;3;3;2;2;3;3;1;2;3;2;3;4;3;2;3;2;3;2;4;4;4;3;4;2;2;2;4;3;2;4;2;2;2;3;4;3;1;3;2;2;3;2;3;4;1;3;2;3;4;4;1;2;4;3;2;3;1;4;2;2;2;3;2;2;2;3;1;1;4;4;4;4;3;2;1;2;1;3;4;4;1;2;1;2;3;2;1;3;2;1;1;1;2;2;4;3;2;3;2;3;3;2;1;4;4;2;4;3;2;2;3;1;"";"";7;"Strazak";"Bardzo mnie ciekawi";54;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"1";"";"";"1";"";"";0;8;"Positive";"";"";"Unknown"
"349";"R_Uc36nxkI2wKwvYd";"LUBELSKIE";2020-11-28 09:11:26;2020-11-28 09:57:47;0;"46.151.186.203";100;2781;1;2020-11-28 09:57:48;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;2;"14";"szkola podstawowa nr 4 w lubartowie";"lisow";4;NA;3;3;4;4;3;4;4;3;4;4;4;3;4;4;3;4;4;4;4;3;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;3;4;4;3;4;3;3;4;4;4;4;3;3;4;4;4;4;3;4;4;4;4;3;3;3;3;2;3;3;3;4;4;1;1;3;4;4;4;4;4;4;4;1;3;4;3;4;4;3;4;2;4;4;4;3;1;3;3;4;2;2;3;3;1;2;4;3;3;2;4;1;2;4;1;3;4;4;3;2;1;1;1;2;1;1;1;3;2;2;3;3;3;2;4;4;4;3;3;4;2;"odniajdowywac szczatki pradawnych zwierzat";"lubie prechistoryczne zwierzeta";2;"lekazem";"chcialbym ratowac zycie ludziom";NA;1;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";0;-3;"Negative";"";"";"Unknown"
"350";"R_2VIq7Tqypsqlejk";"LUBELSKIE";2020-11-28 09:37:04;2020-11-28 10:05:46;0;"46.151.186.202";100;1722;1;2020-11-28 10:05:47;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;1;"14";"Szkola Podstawowa nr 4 im. Jana Pawla II";"Lubartów";2;2;3;2;3;3;2;3;2;2;2;2;2;3;2;3;2;2;3;3;3;2;2;2;2;3;2;3;2;2;2;3;3;2;3;2;3;1;2;2;2;2;2;1;2;1;2;1;2;1;1;1;1;2;3;3;3;2;2;2;3;2;3;3;2;2;2;2;2;3;4;3;4;2;2;4;3;2;2;2;4;4;3;4;2;4;2;3;4;3;2;4;2;1;3;4;3;3;2;2;2;3;3;4;2;1;4;3;1;1;3;2;4;3;3;3;4;3;3;3;2;2;3;3;4;3;4;2;3;3;4;2;4;1;1;2;2;2;2;1;3;2;2;1;NA;3;NA;NA;3;1;2;3;3;2;4;3;4;2;2;3;3;2;3;2;NA;2;"wynalezc leki na nieuleczalne choroby";"mogloby to ocalic zycie wielu osób";4;"";"";54;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
"351";"R_3Moo1OljUAiEpon";"LUBELSKIE";2020-11-29 03:45:39;2020-11-29 04:37:31;0;"178.212.222.10";100;3111;1;2020-11-29 04:37:32;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;1;"13";"Szkola Podstawowa im. Jana Pawla II w Lubartowie";"Lubartów";3;3;2;3;2;3;2;3;2;4;4;4;3;4;4;2;4;2;2;4;4;3;4;4;2;4;3;4;3;4;2;3;2;4;4;4;4;4;4;3;3;4;3;3;4;3;3;3;3;2;2;3;3;2;2;2;3;2;2;2;2;2;2;2;3;3;3;3;3;2;2;3;2;3;4;NA;4;2;3;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;4;3;4;2;1;4;2;3;3;3;1;2;4;4;2;3;2;2;4;3;2;2;2;4;3;3;1;1;2;4;4;4;3;3;2;3;2;3;4;3;2;4;1;2;1;1;1;2;2;1;1;1;1;1;3;3;2;4;3;3;3;3;3;4;4;2;2;4;2;2;2;2;"Nie chcialabym byc naukowcem";"Nie";7;"Piosenkarka lub grafikiem kompuerowym";"Kocham to";54;2;"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";0;8;"Positive";"";"";"Unknown"
"352";"R_2CPcn6zRkiPopJw";"LUBELSKIE";2020-11-30 01:14:27;2020-11-30 01:21:47;0;"46.151.186.78";100;440;1;2020-11-30 01:21:48;"";"";"";"";"51.464996337890625";"22.60809326171875";"anonymous";"EN";0,9;2;"14";"Szkola Podstawowa nr 4 w Lubartowie im. Jana Pawla II";"Lubartów";4;4;1;1;1;4;4;4;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;NA;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;3;2;2;3;1;2;2;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;"";"";7;"";"";54;2;"";"";"999";"";"";"";"";"";"";"";"";"";"";"";"";"";"999";"";"";NA;NA;"";"";"";""
